director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,description
Ava DuVernay,Storm Reid,Oprah Winfrey,Reese Witherspoon,Adventure Science Fiction Family Fantasy,A Wrinkle in Time,A Wrinkle in Time Storm Reid Oprah Winfrey Reese Witherspoon Adventure Science Fiction Family Fantasy
Nash Edgerton,David Oyelowo,Charlize Theron,Joel Edgerton,Action Thriller Crime Drama,Gringo,Gringo David Oyelowo Charlize Theron Joel Edgerton Action Thriller Crime Drama
Cory Finley,Olivia Cooke,Anya Taylor-Joy,Anton Yelchin,Drama Thriller,Thoroughbreds,Thoroughbreds Olivia Cooke Anya Taylor-Joy Anton Yelchin Drama Thriller
Armando Iannucci,Steve Buscemi,Simon Russell Beale,Paddy Considine,Comedy Drama History,The Death of Stalin,The Death of Stalin Steve Buscemi Simon Russell Beale Paddy Considine Comedy Drama History
Johannes Roberts,Christina Hendricks,Martin Henderson,Bailee Madison,Horror Thriller,The Strangers: Prey at Night,The Strangers: Prey at Night Christina Hendricks Martin Henderson Bailee Madison Horror Thriller
Rob Cohen,Toby Kebbell,Maggie Grace,Ryan Kwanten,Action Crime Thriller,The Hurricane Heist,The Hurricane Heist Toby Kebbell Maggie Grace Ryan Kwanten Action Crime Thriller
Roar Uthaug,Alicia Vikander,Dominic West,Walton Goggins,Action Adventure Fantasy,Tomb Raider,Tomb Raider Alicia Vikander Dominic West Walton Goggins Action Adventure Fantasy
Greg Berlanti,Nick Robinson,Katherine Langford,Alexandra Shipp,Comedy Drama Romance,"Love, Simon","Love, Simon Nick Robinson Katherine Langford Alexandra Shipp Comedy Drama Romance"
Jon Erwin,Cloris Leachman,Dennis Quaid,Priscilla Shirer,Music Drama,I Can Only Imagine,I Can Only Imagine Cloris Leachman Dennis Quaid Priscilla Shirer Music Drama
José Padilha,Rosamund Pike,Daniel Brühl,Vincent Cassel,Thriller Drama Crime,7 Days in Entebbe,7 Days in Entebbe Rosamund Pike Daniel Brühl Vincent Cassel Thriller Drama Crime
Laurie Collyer,Melissa Leo,Tessa Thompson,La La Anthony,Comedy,Furlough,Furlough Melissa Leo Tessa Thompson La La Anthony Comedy
Eric England,Sophie Turner,Dylan McDermott,Jack Kilmer,Comedy Music,Josie,Josie Sophie Turner Dylan McDermott Jack Kilmer Comedy Music
Max Winkler,Zoey Deutch,Kathryn Hahn,Tim Heidecker,Drama Comedy,Flower,Flower Zoey Deutch Kathryn Hahn Tim Heidecker Drama Comedy
Steven S. DeKnight,John Boyega,Scott Eastwood,Cailee Spaeny,Action Fantasy Science Fiction Adventure,Pacific Rim: Uprising,Pacific Rim: Uprising John Boyega Scott Eastwood Cailee Spaeny Action Fantasy Science Fiction Adventure
Wes Anderson,Bryan Cranston,Edward Norton,Bill Murray,Adventure Comedy Animation,Isle of Dogs,Isle of Dogs Bryan Cranston Edward Norton Bill Murray Adventure Comedy Animation
John Stevenson,James McAvoy,Emily Blunt,Johnny Depp,Animation Family Fantasy Comedy Adventure Mystery,Sherlock Gnomes,Sherlock Gnomes James McAvoy Emily Blunt Johnny Depp Animation Family Fantasy Comedy Adventure Mystery
Steven Soderbergh,Claire Foy,Joshua Leonard,Jay Pharoah,Horror Thriller,Unsane,Unsane Claire Foy Joshua Leonard Jay Pharoah Horror Thriller
Andrew Hyatt,James Faulkner,Jim Caviezel,Olivier Martinez,Drama History,"Paul, Apostle of Christ","Paul, Apostle of Christ James Faulkner Jim Caviezel Olivier Martinez Drama History"
Stanley Tucci,Geoffrey Rush,Armie Hammer,Clémence Poésy,Drama History,Final Portrait,Final Portrait Geoffrey Rush Armie Hammer Clémence Poésy Drama History
Scott Speer,Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Romance Drama,Midnight Sun,Midnight Sun Bella Thorne Patrick Schwarzenegger Rob Riggle Romance Drama
Ryan Justice,Amanda Delaney,Justin Maina,Sean Michael Gloria,Thriller,Followers,Followers Amanda Delaney Justin Maina Sean Michael Gloria Thriller
Steven Spielberg,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Science Fiction Adventure Action,Ready Player One,Ready Player One Tye Sheridan Olivia Cooke Ben Mendelsohn Science Fiction Adventure Action
Tyler Perry,Taraji P. Henson,Lyriq Bent,Tika Sumpter,Thriller,Tyler Perry's Acrimony,Tyler Perry's Acrimony Taraji P. Henson Lyriq Bent Tika Sumpter Thriller
Michael Mason,David A. R. White,John Corbett,Shane Harper,Drama,God's Not Dead: A Light in Darkness,God's Not Dead: A Light in Darkness David A. R. White John Corbett Shane Harper Drama
Aaron Katz,Lola Kirke,Zoë Kravitz,Greta Lee,Science Fiction Action Thriller,Gemini,Gemini Lola Kirke Zoë Kravitz Greta Lee Science Fiction Action Thriller
Adam Rifkin,Burt Reynolds,Ariel Winter,Clark Duke,Drama,The Last Movie Star,The Last Movie Star Burt Reynolds Ariel Winter Clark Duke Drama
John Krasinski,John Krasinski,Emily Blunt,Millicent Simmonds,Science Fiction Thriller Horror,A Quiet Place,A Quiet Place John Krasinski Emily Blunt Millicent Simmonds Science Fiction Thriller Horror
Kay Cannon,Leslie Mann,Ike Barinholtz,John Cena,Comedy,Blockers,Blockers Leslie Mann Ike Barinholtz John Cena Comedy
Lynne Ramsay,Joaquin Phoenix,Ekaterina Samsonov,Alex Manette,Thriller Drama,You Were Never Really Here,You Were Never Really Here Joaquin Phoenix Ekaterina Samsonov Alex Manette Thriller Drama
John Curran,Jason Clarke,Kate Mara,Ed Helms,History Drama Thriller,Chappaquiddick,Chappaquiddick Jason Clarke Kate Mara Ed Helms History Drama Thriller
Andrew Haigh,Charlie Plummer,Chloë Sevigny,Travis Fimmel,Drama Adventure,Lean on Pete,Lean on Pete Charlie Plummer Chloë Sevigny Travis Fimmel Drama Adventure
Sean McNamara,Helen Hunt,William Hurt,Erin Moriarty,Drama,The Miracle Season,The Miracle Season Helen Hunt William Hurt Erin Moriarty Drama
Brad Anderson,Jon Hamm,Rosamund Pike,Dean Norris,Action Thriller Drama,Beirut,Beirut Jon Hamm Rosamund Pike Dean Norris Action Thriller Drama
Brad Peyton,Dwayne Johnson,Naomie Harris,Malin Åkerman,Action,Rampage,Rampage Dwayne Johnson Naomie Harris Malin Åkerman Action
Jeff Wadlow,Lucy Hale,Tyler Posey,Violett Beane,Thriller Horror,Truth or Dare,Truth or Dare Lucy Hale Tyler Posey Violett Beane Thriller Horror
Richard Lanni,Logan Lerman,Helena Bonham Carter,Gérard Depardieu,Animation Adventure Family History War,Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero Logan Lerman Helena Bonham Carter Gérard Depardieu Animation Adventure Family History War
"Abby Kohn, Marc Silverstein",Amy Schumer,Michelle Williams,Emily Ratajkowski,Comedy Romance,I Feel Pretty,I Feel Pretty Amy Schumer Michelle Williams Emily Ratajkowski Comedy Romance
Jay Chandrasekhar,Jay Chandrasekhar,Paul Soter,Steve Lemme,Comedy Crime Mystery,Super Troopers 2,Super Troopers 2 Jay Chandrasekhar Paul Soter Steve Lemme Comedy Crime Mystery
Deon Taylor,Paula Patton,Omar Epps,Missi Pyle,Horror Thriller,Traffik,Traffik Paula Patton Omar Epps Missi Pyle Horror Thriller
Peter Livolsi,Asa Butterfield,Nick Offerman,Ellen Burstyn,Drama Comedy,The House of Tomorrow,The House of Tomorrow Asa Butterfield Nick Offerman Ellen Burstyn Drama Comedy
Anthony Russo and Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Adventure Action Science Fiction,Avengers: Infinity War,Avengers: Infinity War Robert Downey Jr. Chris Hemsworth Mark Ruffalo Adventure Action Science Fiction
Sebastián Lelio,Rachel Weisz,Rachel McAdams,Alessandro Nivola,Drama Romance,Disobedience,Disobedience Rachel Weisz Rachel McAdams Alessandro Nivola Drama Romance
Per Fly,Ben Kingsley,Theo James,Jacqueline Bisset,Thriller Drama History,Backstabbing for Beginners,Backstabbing for Beginners Ben Kingsley Theo James Jacqueline Bisset Thriller Drama History
"Rob Greenberg, Bob Fisher (directors/screenplay); Anna Faris, Eugenio Derbez, Eva Longoria, John Hannah, Josh Segarra, Mel Rodriguez",Anna Faris,Eugenio Derbez,Eva Longoria,Romance Comedy,Overboard,Overboard Anna Faris Eugenio Derbez Eva Longoria Romance Comedy
Jason Reitman,Charlize Theron,Mackenzie Davis,Mark Duplass,Drama Comedy,Tully,Tully Charlize Theron Mackenzie Davis Mark Duplass Drama Comedy
Dean Devlin,David Tennant,Robert Sheehan,Carlito Olivero,Thriller Crime Horror,Bad Samaritan,Bad Samaritan David Tennant Robert Sheehan Carlito Olivero Thriller Crime Horror
Bobby Miller,Johnny Galecki,Anna Friel,Oliver Platt,Drama Comedy Fantasy,The Cleanse,The Cleanse Johnny Galecki Anna Friel Oliver Platt Drama Comedy Fantasy
Ben Falcone,Melissa McCarthy,Maya Rudolph,Molly Gordon,Comedy,Life of the Party,Life of the Party Melissa McCarthy Maya Rudolph Molly Gordon Comedy
James McTeigue,Gabrielle Union,Billy Burke,Richard Cabral,Thriller Crime Action Horror,Breaking In,Breaking In Gabrielle Union Billy Burke Richard Cabral Thriller Crime Action Horror
Michael Mayer,Saoirse Ronan,Annette Bening,Corey Stoll,Drama Romance Comedy,The Seagull,The Seagull Saoirse Ronan Annette Bening Corey Stoll Drama Romance Comedy
Vaughn Stein,Margot Robbie,Simon Pegg,Dexter Fletcher,Crime Drama Thriller,Terminal,Terminal Margot Robbie Simon Pegg Dexter Fletcher Crime Drama Thriller
Coralie Fargeat,Matilda Lutz,Kevin Janssens,Vincent Colombe,Action Thriller Horror,Revenge,Revenge Matilda Lutz Kevin Janssens Vincent Colombe Action Thriller Horror
David Leitch,Ryan Reynolds,Josh Brolin,Zazie Beetz,Action Comedy Adventure,Deadpool 2,Deadpool 2 Ryan Reynolds Josh Brolin Zazie Beetz Action Comedy Adventure
Bill Holderman,Jane Fonda,Candice Bergen,Mary Steenburgen,Comedy Romance Drama,Book Club,Book Club Jane Fonda Candice Bergen Mary Steenburgen Comedy Romance Drama
Paul Schrader,Ethan Hawke,Amanda Seyfried,Cedric Kyles,Drama,First Reformed,First Reformed Ethan Hawke Amanda Seyfried Cedric Kyles Drama
Raja Gosnell,Will Arnett,Natasha Lyonne,Ludacris,Adventure Crime Family Comedy,Show Dogs,Show Dogs Will Arnett Natasha Lyonne Ludacris Adventure Crime Family Comedy
Ron Howard,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Science Fiction Adventure Action Crime,Solo: A Star Wars Story,Solo: A Star Wars Story Alden Ehrenreich Woody Harrelson Emilia Clarke Science Fiction Adventure Action Crime
John Cameron Mitchell,Elle Fanning,Alex Sharp,Nicole Kidman,Comedy Music Romance Science Fiction,How to Talk to Girls at Parties,How to Talk to Girls at Parties Elle Fanning Alex Sharp Nicole Kidman Comedy Music Romance Science Fiction
Anthony Byrne,Natalie Dormer,Emily Ratajkowski,Ed Skrein,Thriller Mystery,In Darkness,In Darkness Natalie Dormer Emily Ratajkowski Ed Skrein Thriller Mystery
Bruce LaBruce,Susanne Sachße,Viva Ruiz,Kembra Pfahler,Drama,The Misandrists,The Misandrists Susanne Sachße Viva Ruiz Kembra Pfahler Drama
"James Franco, Bruce Thierry Cheung",James Franco,Suki Waterhouse,Jeffrey Wahlberg,Science Fiction,Future World,Future World James Franco Suki Waterhouse Jeffrey Wahlberg Science Fiction
Leigh Whannell,Logan Marshall-Green,Betty Gabriel,Harrison Gilbertson,Action Thriller Science Fiction,Upgrade,Upgrade Logan Marshall-Green Betty Gabriel Harrison Gilbertson Action Thriller Science Fiction
Bart Layton,Evan Peters,Barry Keoghan,Blake Jenner,Drama Crime Documentary,American Animals,American Animals Evan Peters Barry Keoghan Blake Jenner Drama Crime Documentary
Theresa Bennett,Noël Wells,Josh Radnor,Aya Cash,Comedy Romance,Social Animals,Social Animals Noël Wells Josh Radnor Aya Cash Comedy Romance
Gary Ross,Sandra Bullock,Cate Blanchett,Anne Hathaway,Crime Comedy Action,Ocean's 8,Ocean's 8 Sandra Bullock Cate Blanchett Anne Hathaway Crime Comedy Action
Ari Aster,Toni Collette,Alex Wolff,Milly Shapiro,Horror Mystery Thriller,Hereditary,Hereditary Toni Collette Alex Wolff Milly Shapiro Horror Mystery Thriller
Drew Pearce,Jodie Foster,Sterling K. Brown,Sofia Boutella,Thriller Science Fiction Action,Hotel Artemis,Hotel Artemis Jodie Foster Sterling K. Brown Sofia Boutella Thriller Science Fiction Action
Director X,Trevor Jackson,Jason Mitchell,Michael K. Williams,Action Crime,Superfly,Superfly Trevor Jackson Jason Mitchell Michael K. Williams Action Crime
Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Action Adventure Animation Family,Incredibles 2,Incredibles 2 Craig T. Nelson Holly Hunter Sarah Vowell Action Adventure Animation Family
Jeff Tomsic,Ed Helms,Jeremy Renner,Jon Hamm,Comedy Action,Tag,Tag Ed Helms Jeremy Renner Jon Hamm Comedy Action
Dominic Cooke,Saoirse Ronan,Billy Howle,Emily Watson,Drama Romance,On Chesil Beach,On Chesil Beach Saoirse Ronan Billy Howle Emily Watson Drama Romance
Kevin Connolly,John Travolta,Kelly Preston,Stacy Keach,Crime Drama History Thriller,Gotti,Gotti John Travolta Kelly Preston Stacy Keach Crime Drama History Thriller
J.A. Bayona,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action Adventure Science Fiction,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom Chris Pratt Bryce Dallas Howard Rafe Spall Action Adventure Science Fiction
Shana Feste,Vera Farmiga,Christopher Plummer,Lewis MacDougall,Comedy Drama,Boundaries,Boundaries Vera Farmiga Christopher Plummer Lewis MacDougall Comedy Drama
Mike P. Nelson,Tyler Hoechlin,Kate Bosworth,Lance Reddick,Thriller Horror,The Domestics,The Domestics Tyler Hoechlin Kate Bosworth Lance Reddick Thriller Horror
Stefano Sollima,Benicio del Toro,Josh Brolin,Isabela Moner,Action Crime Drama Thriller,Sicario: Day of the Soldado,Sicario: Day of the Soldado Benicio del Toro Josh Brolin Isabela Moner Action Crime Drama Thriller
Debra Granik,Ben Foster,Thomasin McKenzie,Jeff Kober,Drama,Leave No Trace,Leave No Trace Ben Foster Thomasin McKenzie Jeff Kober Drama
Charles Stone III,Kyrie Irving,Lil Rel Howery,Shaquille O'Neal,Comedy,Uncle Drew,Uncle Drew Kyrie Irving Lil Rel Howery Shaquille O'Neal Comedy
Susanna White,Jessica Chastain,Michael Greyeyes,Chaske Spencer,Drama History Western,Woman Walks Ahead,Woman Walks Ahead Jessica Chastain Michael Greyeyes Chaske Spencer Drama History Western
Gerard McMurray,Y'lan Noel,Lex Scott Davis,Joivan Wade,Action Thriller Horror,The First Purge,The First Purge Y'lan Noel Lex Scott Davis Joivan Wade Action Thriller Horror
Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Peña,Action Adventure Science Fiction,Ant-Man and the Wasp,Ant-Man and the Wasp Paul Rudd Evangeline Lilly Michael Peña Action Adventure Science Fiction
Boots Riley,Lakeith Stanfield,Tessa Thompson,Armie Hammer,Fantasy Science Fiction Comedy,Sorry to Bother You,Sorry to Bother You Lakeith Stanfield Tessa Thompson Armie Hammer Fantasy Science Fiction Comedy
Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez,Family Fantasy Comedy Animation,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation Adam Sandler Andy Samberg Selena Gomez Family Fantasy Comedy Animation
Rawson Marshall Thurber,Dwayne Johnson,Neve Campbell,Chin Han,Action Thriller,Skyscraper,Skyscraper Dwayne Johnson Neve Campbell Chin Han Action Thriller
Bo Burnham,Elsie Fisher,Josh Hamilton,Emily Robinson,Comedy Drama,Eighth Grade,Eighth Grade Elsie Fisher Josh Hamilton Emily Robinson Comedy Drama
Gus Van Sant,Joaquin Phoenix,Rooney Mara,Jonah Hill,Comedy Drama,"Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot Joaquin Phoenix Rooney Mara Jonah Hill Comedy Drama"
Rob Reiner,Woody Harrelson,Tommy Lee Jones,James Marsden,Drama History Thriller,Shock and Awe,Shock and Awe Woody Harrelson Tommy Lee Jones James Marsden Drama History Thriller
Ol Parker,Lily James,Amanda Seyfried,Pierce Brosnan,Comedy Romance,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again Lily James Amanda Seyfried Pierce Brosnan Comedy Romance
Antoine Fuqua,Denzel Washington,Ashton Sanders,Pedro Pascal,Action Thriller Crime,The Equalizer 2,The Equalizer 2 Denzel Washington Ashton Sanders Pedro Pascal Action Thriller Crime
Carlos López Estrada,Janina Gavankar,Ethan Embry,Daveed Diggs,Comedy Drama,Blindspotting,Blindspotting Janina Gavankar Ethan Embry Daveed Diggs Comedy Drama
Stephen Susco,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,Horror Mystery Thriller,Unfriended: Dark Web,Unfriended: Dark Web Colin Woodell Rebecca Rittenhouse Betty Gabriel Horror Mystery Thriller
Édouard Deluc,Vincent Cassel,Tuheï Adams,Malik Zidi,Drama Romance,Gauguin – Voyage de Tahiti,Gauguin – Voyage de Tahiti Vincent Cassel Tuheï Adams Malik Zidi Drama Romance
Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Action Adventure,Mission: Impossible – Fallout,Mission: Impossible – Fallout Tom Cruise Henry Cavill Ving Rhames Action Adventure
Peter Rida Michail,Scott Menville,Khary Payton,Tara Strong,Animation Action Comedy Science Fiction,Teen Titans Go! To the Movies,Teen Titans Go! To the Movies Scott Menville Khary Payton Tara Strong Animation Action Comedy Science Fiction
Tsui Hark,Tsui Hark (director),Chang Chia-lu,Chen Kuo-Fu (screenplay),Mystery Fantasy Adventure Action,Detective Dee: The Four Heavenly Kings,Detective Dee: The Four Heavenly Kings Tsui Hark (director) Chang Chia-lu Chen Kuo-Fu (screenplay) Mystery Fantasy Adventure Action
Elijah Bynum,Timothée Chalamet,Maika Monroe,Alex Roe,Drama Comedy,Hot Summer Nights,Hot Summer Nights Timothée Chalamet Maika Monroe Alex Roe Drama Comedy
Marc Turtletaub,Kelly Macdonald,Irrfan Khan,David Denman,Drama,Puzzle,Puzzle Kelly Macdonald Irrfan Khan David Denman Drama
Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,Adventure Comedy Family Fantasy,Christopher Robin,Christopher Robin Ewan McGregor Hayley Atwell Jim Cummings Adventure Comedy Family Fantasy
Jennifer Yuh Nelson,Amandla Stenberg,Mandy Moore,Harris Dickinson,Science Fiction Action Drama Romance Adventure Thriller,The Darkest Minds,The Darkest Minds Amandla Stenberg Mandy Moore Harris Dickinson Science Fiction Action Drama Romance Adventure Thriller
Susanna Fogel,Mila Kunis,Kate McKinnon,Justin Theroux,Action Comedy,The Spy Who Dumped Me,The Spy Who Dumped Me Mila Kunis Kate McKinnon Justin Theroux Action Comedy
Desiree Akhavan,Chloë Grace Moretz,Sasha Lane,John Gallagher,Drama,The Miseducation of Cameron Post,The Miseducation of Cameron Post Chloë Grace Moretz Sasha Lane John Gallagher Drama
Augustine Frizzell,Maia Mitchell,Camila Morrone,Kyle Mooney,Comedy,Never Goin' Back,Never Goin' Back Maia Mitchell Camila Morrone Kyle Mooney Comedy
Ken Marino,Nina Dobrev,Finn Wolfhard,Vanessa Hudgens,Romance Comedy Drama,Dog Days,Dog Days Nina Dobrev Finn Wolfhard Vanessa Hudgens Romance Comedy Drama
Jon Turteltaub,Jason Statham,Li Bingbing,Rainn Wilson,Action Science Fiction Horror,The Meg,The Meg Jason Statham Li Bingbing Rainn Wilson Action Science Fiction Horror
Spike Lee,John David Washington,Adam Driver,Laura Harrier,Crime Drama History,BlacKkKlansman,BlacKkKlansman John David Washington Adam Driver Laura Harrier Crime Drama History
Sylvain White,Joey King,Julia Goldani Telles,Jaz Sinclair,Horror Mystery Thriller,Slender Man,Slender Man Joey King Julia Goldani Telles Jaz Sinclair Horror Mystery Thriller
Jon M. Chu,Constance Wu,Henry Golding,Gemma Chan,Comedy Drama Romance,Crazy Rich Asians,Crazy Rich Asians Constance Wu Henry Golding Gemma Chan Comedy Drama Romance
Albert Hughes,Kodi Smit-McPhee,Leonor Varela,Jens Hultén,Adventure Drama,Alpha,Alpha Kodi Smit-McPhee Leonor Varela Jens Hultén Adventure Drama
Peter Berg,Mark Wahlberg,John Malkovich,Lauren Cohan,Action Thriller,Mile 22,Mile 22 Mark Wahlberg John Malkovich Lauren Cohan Action Thriller
Björn Runge,Glenn Close,Jonathan Pryce,Christian Slater,Drama,The Wife,The Wife Glenn Close Jonathan Pryce Christian Slater Drama
James Cox,Ansel Elgort,Taron Egerton,Kevin Spacey,Drama Thriller,Billionaire Boys Club,Billionaire Boys Club Ansel Elgort Taron Egerton Kevin Spacey Drama Thriller
Rodrigo Cortés,AnnaSophia Robb,Uma Thurman,Isabelle Fuhrman,Thriller Drama Fantasy Horror,Down a Dark Hall,Down a Dark Hall AnnaSophia Robb Uma Thurman Isabelle Fuhrman Thriller Drama Fantasy Horror
